ext_id,card_title,description,rating,source,deck
257,Pottery,"Pottery Pottery This might be the best of the three in large
games, where clay is easy to obtain in bulk. In smaller games, clay is usually
tight enough that this card seldom comes up without something game-warping like
the Clay Mixer.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
258,Private Forest,"Private Forest Private Forest A deceptively weak card. While it looks amazing on
paper, there are two problems with it. The first is that the 2 food cost is
substantial when the card pretty much has has to be played in stage 1 to be any good. Second, while 7
wood sounds like a lot, the fact that the wood is taken from the supply rather
than off the board makes it considerably less valuable, since it doesn't deny
your opponents. Finally, wood reduces in value of the course of the game, so
that by the final round it's not worth nearly as much as it was in stage 1. Often, the food cost implies that you will have to
spend an extra action gathering food in stage 1.If you compare playing Private
Forest and then taking Day Laborer to just taking 3 Wood twice, the latter is
clearly superior. I'd rather have 6 wood now and deny my opponents in the
process than receive 7 wood in the distant future. As a result, if I want to take SP in Round 1 and I
have this card, I'll go ahead play it (the fact that it doesn't require any
non-food resources to play is nice early). However, if someone else takes SP
and I miss my 1 round window, I'm not too fussed about leaving it in my hand.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
259,Punner,"Punner Punner If you can catch someone with this after they've
played a plow but before they've used it, this is definitely worth the action.
Of course, plows are pretty rare, so most of the time this will just sit in
your hand.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
260,Puppeteer,"Puppeteer This is a potentially powerful but extremely awkward card. For one, playing him
commits you to not taking the TP square in hopes that other people will take
it. Furthermore, you will never be sure exactly when someone will take TP,
making it hard to maximize the efficiency of your actions. Since the last time
TP is taken is usually quite late, you're going to need at least one late-game
VP occ that you don't care about when it comes out (Chief's Daughter,
Mendicant, etc.). Still, since TP is usually taken 3-4 times in a game, this can straight up save
you 2-3 actions. His value increases even more if someone plays a TP occ, since
that usually means the spot will be taken more often.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
261,Quarry,"Quarry Quarry Better than the Animal Pen, because you have much
more time to get the necessary 4 occs out. Even if you wait to play this until
round 12, the 6 or 9 stone you'll be able to get will easily be enough for
whatever you were planning to do.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
262,Quarryman,"Quarryman Stone is usually far too valuable to spend on a measly 2 food. The only time I
could ever see this occ being played is as part of a goofy combo with the
Quarry. 8 food for one action is pretty good, I hear.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
263,Raft,"Raft Raft This can be a nice out if reed is tight. The VP
makes it just about worth the price if you plan on fishing twice.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
264,Rake,"Rake Rake Two VPs for 1W is always a good deal, but if
you're not baking, chances are it will be a bit of a stretch to get to five
fields. Ranchers tend to put off plowing till the later stages of the game, and
usually won't have enough time to get the bonus. This also works awkwardly with plows, since more
than 5 fields is usually a waste of space due to Agricola's scoring cap on
fields, veggies and grain.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
265,Rancher,"Rancher This guy is a very risky play. If someone is looking to get 2 grain fields sown
before the first harvest, you're pretty much dead in the water. On the other
hand, if no one wants to plow in the first round (and, in my opinion, no one
should), you can potentially get a huge amount of wood from this guy. Obviously the ideal play is to play him and plow in the first round, and then
collect the wood and reed necessary to build a room and a stable. From there
you should be able to use the wood to build a ton of fences, cementing your
lead for the rest of the game. Yeah, I'm a dreamer.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
266,Ratcatcher,"Ratcatcher On the surface, you're trading 1 food and 1 action for 2 actions from your
opponents. That's ok. However, the card is actually much subtler than that. For
one, the action you spend to play him comes before the actions that your
opponents lose. Since actions are more valuable in the early rounds than the
later ones, this makes him a worse deal than he seems. But it's actually even more complex than that. Because the game is designed to
have more appealing spots as the game progresses, removing 3 or 4 actions from
a given round will mean that the quality of your final actions in that round
will be much higher than usual. As a whole, this is a card that I get out if I have the time, but don't sweat
too much if I need to use my actions in round 9 to develop my own board.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
267,Reed Buyer,"Reed Buyer This is a cute combo with the Basketmaker, but usually the 1 food cost is too
steep. If you really want to deny your opponents reed, it's often correct to
just take the reed spot yourself. Like all of the buyers, this has the most use in hands where you are able to
get a ton of early game food. Cards like the Dancer or Seasonal Worker
increases the viability of the buyers by quite a bit.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
